Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio
NRG,18.09/30,-3.98,-3.13,-9.04,N/A,N/A,-6.20,-3.00,N/A
MDB,24.10/31,-2.74,20.29,-99.69,13.30,-15.40,-6.50,-7.30,114.70
MDB,24.07/31,-3.02,18.53,-84.19,13.58,-18.80,-7.50,-7.40,129.70
MDB,24.04/30,-2.81,17.39,-131.05,20.95,-19.40,-7.20,-6.60,139.10
MDB,24.01/31,-2.48,15.00,-163.70,27.04,-19.00,-6.50,-5.80,168.40
MDB,23.10/31,-2.63,13.52,-132.51,25.41,-21.90,-7.10,-6.20,178.40
MDB,23.07/31,-3.45,12.49,-123.96,33.76,-31.10,-9.40,-8.80,199.20
MDB,23.04/30,-4.66,11.29,-52.14,21.21,-44.70,-12.80,-12.50,225.60
MDB,23.01/31,-5.03,10.78,-42.97,20.07,-50.00,-13.90,-13.30,250.10
MDB,22.10/31,-5.37,9.93,-34.41,18.38,-54.30,-14.90,-14.40,260.60
MDB,22.07/31,-5.36,9.78,-58.81,31.85,-54.20,-14.90,-14.00,266.90
MDB,22.04/30,-4.84,9.94,-74.90,35.64,-47.90,-13.50,-13.10,261.80
MDB,22.01/31,-4.75,10.33,-88.12,40.56,-70.70,-14.50,-13.70,267.40
MDB,21.10/31,-4.74,9.99,-115.68,52.04,-112.20,-16.10,-14.50,254.70
MDB,21.07/31,-4.74,10.62,-77.02,33.11,-274.40,-18.00,-14.90,238.60
MDB,21.04/30,-4.62,-4.37,-65.71,N/A,N/A,-20.20,-14.20,N/A
MDB,21.01/31,-4.53,-0.09,-83.45,N/A,-834.40,-19.60,-14.00,N/A
MDB,20.10/31,-4.37,0.37,-53.01,616.85,-470.10,-18.90,-14.40,"6,118.40"
MDB,20.07/31,-3.90,0.83,-59.59,276.53,-216.50,-18.80,-15.90,"2,714.40"
MDB,20.04/30,-3.47,1.09,-47.56,148.05,-129.90,-19.00,-19.00,"2,020.60"
MDB,20.01/31,-3.14,1.48,-52.99,112.25,-89.00,-19.80,-22.00,"1,503.40"
MDB,19.10/31,-2.44,3.88,-53.24,32.88,-55.70,-18.40,-22.50,235.90
MDB,19.07/31,-2.12,4.30,-68.76,33.11,-48.60,-16.00,-18.70,209.80
MDB,19.04/30,-1.99,4.53,-73.32,31.26,-46.00,-15.10,-16.30,196.20
MDB,19.01/31,-1.90,5.08,-50.00,18.71,-47.00,-16.00,-19.50,177.20
MDB,18.10/31,-0.30,3.74,-46.86,21.58,-44.00,-16.80,-21.60,240.00
BBY,24.11/02,5.84,14.35,15.37,6.33,41.20,8.10,20.00,452.20
BBY,24.08/03,5.79,14.38,14.10,5.72,41.80,8.10,20.00,402.90
BBY,24.05/04,5.70,14.26,12.90,5.20,42.20,8.00,19.80,378.70
BBY,24.02/03,5.68,14.02,13.14,5.34,43.20,8.00,19.80,390.20
BBY,23.10/28,5.79,12.91,10.99,4.99,45.40,8.10,20.50,500.40
BBY,23.07/29,5.80,12.97,14.02,6.38,45.20,8.20,20.80,440.30
BBY,23.04/29,5.90,12.76,12.29,5.82,46.10,8.40,20.60,425.90
BBY,23.01/28,6.29,12.43,13.28,6.74,49.60,8.90,22.00,465.40
BBY,22.10/29,6.67,13.27,9.93,5.14,53.10,9.50,24.90,468.70
BBY,22.07/30,7.45,12.83,9.78,5.99,54.70,10.40,29.50,433.20
BBY,22.04/30,9.00,12.20,9.21,7.32,61.10,12.30,36.90,451.20
BBY,22.01/29,9.84,12.24,9.57,7.78,62.20,13.30,43.70,479.60
BBY,21.10/30,10.32,17.36,11.37,7.03,60.90,14.00,47.80,369.90
BBY,21.07/31,9.80,17.33,11.10,6.49,59.10,13.30,47.70,328.60
BBY,21.05/01,8.55,16.43,13.01,6.99,53.80,11.90,47.40,325.80
BBY,21.01/30,6.84,17.67,15.67,6.14,45.30,9.80,38.20,315.70
BBY,20.10/31,6.53,15.73,16.72,7.07,46.80,9.90,34.10,418.90
BBY,20.08/01,6.15,14.56,15.79,6.81,47.20,9.90,29.40,360.90
BBY,20.05/02,5.39,13.20,12.94,5.45,43.20,9.10,22.90,357.60
BBY,20.02/01,5.75,13.13,14.22,6.30,46.50,9.90,23.00,348.10
BBY,19.11/02,5.60,11.87,12.55,6.15,46.90,10.30,26.50,441.60
BBY,19.08/03,5.49,12.30,12.08,5.57,46.80,10.60,30.50,356.00
BBY,19.05/04,5.46,12.53,13.21,5.99,47.30,11.20,39.90,333.80
BBY,19.02/02,5.20,11.96,10.75,4.76,45.30,11.30,50.50,290.20
BBY,18.11/03,3.78,10.98,18.06,6.55,33.00,8.40,44.50,398.00
ESS,24.09/30,8.56,84.60,34.53,3.49,10.00,4.40,4.20,128.50
ESS,24.06/30,8.08,85.37,33.72,3.19,9.40,4.10,4.00,124.40
ESS,24.03/31,8.18,86.41,29.94,2.83,9.50,4.20,4.00,128.50
ESS,23.12/31,6.32,84.40,39.21,2.94,7.30,3.30,3.40,124.20
ESS,23.09/30,8.14,86.19,25.90,2.46,9.40,4.30,4.00,122.20
ESS,23.06/30,8.21,87.02,28.31,2.69,9.40,4.30,4.00,115.50
ESS,23.03/31,7.53,87.17,27.62,2.40,8.50,3.90,3.80,114.80
ESS,22.12/31,6.27,87.84,33.61,2.40,7.00,3.20,3.30,112.80
ESS,22.09/30,5.53,87.67,43.82,2.77,6.10,2.80,3.00,117.70
ESS,22.06/30,5.92,89.30,44.31,2.93,6.50,3.00,3.10,111.80
ESS,22.03/31,6.05,91.26,57.33,3.79,6.60,3.10,3.10,110.70
ESS,21.12/31,7.51,92.14,46.93,3.83,8.20,3.80,3.60,113.20
ESS,21.09/30,6.89,91.46,46.48,3.50,7.50,3.50,3.50,111.30
ESS,21.06/30,6.20,91.59,48.42,3.28,6.70,3.10,3.20,110.40
ESS,21.03/31,6.49,92.71,41.84,2.93,7.00,3.20,3.30,108.60
ESS,20.12/31,8.69,91.67,27.21,2.58,9.30,4.30,4.10,112.00
ESS,20.09/30,9.13,93.25,21.75,2.15,9.70,4.60,4.30,116.80
ESS,20.06/30,9.51,94.27,23.89,2.43,10.10,4.80,4.40,110.10
ESS,20.03/31,9.62,94.30,22.94,2.34,10.20,4.90,4.50,112.40
ESS,19.12/31,6.66,94.48,45.26,3.20,7.10,3.40,3.50,100.70
ESS,19.09/30,6.50,94.53,50.13,3.45,6.90,3.40,3.50,105.10
ESS,19.06/30,6.21,93.66,46.80,3.12,6.60,3.30,3.50,102.20
ESS,19.03/31,6.33,94.23,45.45,3.07,6.70,3.30,3.50,100.50
ESS,18.12/31,5.90,94.90,41.52,2.59,6.20,3.10,3.40,95.00
ESS,18.09/30,5.69,95.64,43.35,2.58,5.90,3.00,3.30,95.70
L,24.09/30,7.52,79.01,10.37,1.00,10.20,2.10,2.90,376.60
L,24.06/30,6.82,74.02,10.85,1.01,9.70,1.90,2.70,389.70
L,24.03/31,6.73,72.75,11.48,1.08,10.00,1.90,2.70,394.90
L,23.12/31,6.29,69.04,10.83,0.99,9.70,1.90,2.60,399.10
L,23.09/30,5.79,64.03,10.63,0.99,9.30,1.80,2.50,424.40
L,23.06/30,4.58,64.14,12.67,0.93,7.50,1.40,2.10,423.70
L,23.03/31,3.68,61.94,15.58,0.94,6.00,1.20,1.80,423.80
L,22.12/31,3.38,59.09,16.85,0.97,5.50,1.10,1.70,420.70
L,22.09/30,3.18,57.60,15.12,0.87,5.00,1.00,1.60,436.60
L,22.06/30,4.12,62.07,14.08,0.96,6.10,1.30,1.90,399.40
L,22.03/31,6.30,66.84,9.91,0.97,9.20,2.00,2.80,370.70
L,21.12/31,6.00,68.73,9.38,0.82,8.80,1.90,2.80,349.90
L,21.09/30,6.06,69.39,8.50,0.78,9.20,2.00,2.90,351.30
L,21.06/30,5.71,68.82,9.27,0.80,8.80,1.90,2.80,344.00
L,21.03/31,-0.11,64.59,-360.37,0.79,-0.20,N/A,0.50,355.90
L,20.12/31,-3.32,63.71,-13.29,0.69,-5.40,-1.20,-0.70,341.90
L,20.09/30,-3.93,62.18,-8.77,0.56,-6.30,-1.40,-0.90,350.20
L,20.06/30,-4.19,61.12,-8.19,0.56,-6.50,-1.50,-0.90,348.90
L,20.03/31,-0.41,59.11,-106.63,0.59,-0.50,-0.10,0.60,354.10
L,19.12/31,3.07,63.16,16.75,0.82,4.80,1.10,1.90,315.50
L,19.09/30,1.83,64.38,28.30,0.80,2.90,0.70,1.40,310.20
L,19.06/30,2.47,64.23,22.05,0.85,4.00,0.90,1.70,306.90
L,19.03/31,2.37,61.44,20.25,0.78,3.90,0.90,1.70,307.50
L,18.12/31,1.99,58.04,22.49,0.77,3.40,0.80,1.50,307.40
L,18.09/30,3.92,59.99,12.38,0.84,6.80,1.60,2.10,299.90
BURL,24.11/02,7.27,18.04,32.85,13.48,44.30,5.90,7.40,636.40
BURL,24.08/03,6.62,16.79,37.23,14.90,43.40,5.60,7.00,630.70
BURL,24.05/04,5.94,16.15,30.79,11.51,41.60,5.20,6.50,646.10
BURL,24.02/03,5.23,15.42,37.37,12.73,39.10,4.70,5.90,673.10
BURL,23.10/28,4.53,13.14,25.39,8.88,36.30,4.10,5.30,781.10
BURL,23.07/29,4.04,12.73,43.40,13.96,34.70,3.80,4.80,737.40
BURL,23.04/29,3.75,12.34,50.78,15.63,34.40,3.50,4.50,773.90
BURL,23.01/28,3.49,12.11,64.13,18.57,33.10,3.30,4.20,814.50
BURL,22.10/29,2.47,9.77,54.83,14.30,24.20,2.40,3.40,"1,011.80"
BURL,22.07/30,2.41,9.63,57.07,14.71,23.10,2.30,3.50,962.30
BURL,22.04/30,3.73,10.81,53.29,18.90,35.40,3.60,5.00,868.20
BURL,22.01/29,6.00,11.42,37.61,20.22,60.70,5.80,7.50,832.30
BURL,21.10/30,6.59,10.74,41.60,25.72,74.00,6.30,7.80,915.30
BURL,21.07/31,6.51,10.14,50.94,32.99,89.00,6.30,7.80,934.90
BURL,21.05/01,4.30,8.13,75.15,40.13,74.20,4.30,5.00,"1,206.00"
BURL,21.01/30,-3.28,7.05,-76.15,35.48,-67.00,-3.20,-4.10,"1,359.10"
BURL,20.10/31,-2.61,4.34,-77.08,44.69,-49.00,-2.60,-3.30,"2,310.80"
BURL,20.08/01,-1.29,3.98,-159.27,47.20,-21.30,-1.30,-2.50,"2,328.90"
BURL,20.05/02,0.68,4.26,220.52,42.37,14.20,0.90,N/A,"2,279.30"
BURL,20.02/01,6.91,8.01,30.98,27.28,122.90,8.80,9.20,959.10
BURL,19.11/02,6.54,5.94,28.70,32.48,135.50,9.50,10.40,"1,306.50"
BURL,19.08/03,6.22,4.78,27.70,37.23,152.70,10.30,12.40,"1,501.30"
BURL,19.05/04,5.99,4.21,28.23,41.54,173.00,11.50,15.60,"1,718.40"
BURL,19.02/02,6.04,4.83,27.93,35.90,212.50,13.80,22.60,854.20
BURL,18.11/03,6.79,2.90,24.83,60.50,345.90,16.00,22.30,"1,558.30"
SNA,24.09/28,19.44,104.09,14.60,2.78,19.90,13.50,25.20,44.90
SNA,24.06/29,19.25,100.31,13.34,2.61,20.30,13.60,25.30,46.40
SNA,24.03/30,19.07,97.37,15.22,3.04,20.70,13.80,25.40,48.70
SNA,23.12/30,18.76,95.87,15.08,3.01,21.00,13.80,25.40,48.30
SNA,23.09/30,18.41,91.48,13.57,2.79,21.30,13.90,25.40,50.80
SNA,23.07/01,18.04,89.76,15.64,3.21,21.50,13.90,25.20,51.50
SNA,23.04/01,17.42,86.99,13.91,2.84,21.30,13.60,24.80,54.10
SNA,22.12/31,16.82,84.24,13.32,2.71,20.90,13.20,24.50,55.10
SNA,22.10/01,16.50,81.15,11.96,2.48,20.90,13.10,24.50,57.80
SNA,22.07/02,15.93,81.13,12.18,2.45,20.60,12.80,24.40,58.20
SNA,22.04/02,15.42,80.49,12.88,2.53,20.50,12.50,24.20,59.90
SNA,22.01/01,14.92,77.59,14.10,2.77,20.40,12.20,23.90,61.10
SNA,21.10/02,14.65,75.23,14.03,2.79,20.50,12.10,23.70,62.10
SNA,21.07/03,14.36,74.14,15.34,3.03,20.60,12.00,23.20,69.10
SNA,21.04/03,12.45,71.51,18.41,3.24,18.40,10.70,20.00,71.60
SNA,21.01/02,11.44,70.44,14.80,2.43,17.60,10.20,18.60,70.90
SNA,20.09/26,10.69,66.65,13.14,2.14,17.00,10.00,17.60,72.60
SNA,20.06/27,10.37,64.09,12.66,2.08,17.00,10.00,17.30,74.70
SNA,20.03/28,11.74,61.13,9.03,1.77,19.60,11.70,20.00,66.40
SNA,19.12/28,12.41,61.87,13.38,2.72,21.00,12.40,21.30,66.40
SNA,19.09/28,12.43,60.07,12.29,2.60,21.70,12.70,21.80,68.70
SNA,19.06/29,12.32,59.57,13.18,2.79,21.90,12.80,22.10,68.00
SNA,19.03/30,12.22,57.61,12.53,2.72,22.10,12.90,22.50,71.10
SNA,18.12/29,11.87,55.04,11.92,2.62,21.90,12.80,22.50,72.80
SNA,18.09/29,11.04,56.21,16.32,3.27,20.60,12.00,22.10,68.60
CG,24.09/30,0.30,15.51,130.60,2.77,2.30,0.50,1.20,294.30
CG,24.06/30,-1.11,14.04,-36.41,2.87,-7.50,-1.90,-1.10,329.10
CG,24.03/31,-1.78,14.05,-26.40,3.35,-11.60,-3.10,-2.30,298.00
CG,23.12/31,-1.68,14.37,-24.13,2.83,-10.50,-2.90,-2.10,296.50
CG,23.09/30,0.58,16.42,51.50,1.83,3.50,1.00,1.50,244.10
CG,23.06/30,1.13,16.51,28.20,1.94,6.70,1.90,2.30,247.10
CG,23.03/31,2.07,17.01,15.00,1.83,12.30,3.50,3.80,234.20
CG,22.12/31,3.35,17.22,8.86,1.74,20.20,5.70,5.90,234.40
CG,22.09/30,4.79,16.86,5.35,1.53,30.00,8.20,8.70,236.00
CG,22.06/30,5.48,16.56,5.73,1.91,36.40,9.40,9.90,250.40
CG,22.03/31,7.36,16.53,6.51,2.95,52.80,12.80,13.50,260.30
CG,21.12/31,8.20,14.86,6.58,3.71,66.70,15.10,15.70,294.50
CG,21.09/30,7.88,13.37,5.89,3.52,74.70,15.60,15.40,331.10
CG,21.06/30,7.24,12.23,6.32,3.80,82.20,15.70,15.10,346.50
CG,21.03/31,5.10,9.77,7.12,3.76,70.90,12.40,11.60,383.10
CG,20.12/31,0.97,7.67,31.90,4.13,16.00,2.60,3.20,472.80
CG,20.09/30,-0.64,6.29,-48.08,3.89,-10.80,-1.40,-0.30,532.30
CG,20.06/30,-0.91,5.62,-23.94,4.96,-30.50,-3.10,-1.00,519.80
CG,20.03/31,-0.09,5.36,-18.68,4.04,-35.10,-3.00,0.60,536.90
CG,19.12/31,2.82,5.47,10.90,6.08,36.10,2.60,6.90,"1,752.20"
CG,19.09/30,2.82,7.72,8.84,3.19,30.60,2.40,6.80,"1,198.20"
CG,19.06/30,2.37,11.15,9.26,2.02,24.80,2.10,5.70,794.70
CG,19.03/31,1.70,9.94,10.47,1.84,18.30,1.50,4.30,839.20
CG,18.12/31,0.82,9.38,18.27,1.74,9.00,0.70,2.20,"1,030.90"
CG,18.09/30,1.44,9.90,12.38,2.20,17.80,1.40,4.80,991.10
MAA,24.09/30,4.43,50.90,35.87,3.12,8.60,4.50,4.30,94.20
MAA,24.06/30,4.39,51.39,32.46,2.78,8.50,4.50,4.20,89.20
MAA,24.03/31,4.77,52.03,27.57,2.53,9.10,4.90,4.50,85.50
MAA,23.12/31,4.71,52.23,28.57,2.58,8.90,4.80,4.50,85.10
MAA,23.09/30,5.00,52.42,25.78,2.45,9.50,5.10,4.70,82.70
MAA,23.06/30,5.11,52.82,29.83,2.88,9.80,5.20,4.80,81.50
MAA,23.03/31,5.69,53.03,26.73,2.85,10.90,5.80,5.20,80.20
MAA,22.12/31,5.48,52.00,28.61,3.02,10.60,5.60,5.00,83.80
MAA,22.09/30,5.42,51.70,28.61,3.00,10.50,5.50,5.00,86.60
MAA,22.06/30,5.10,51.84,34.29,3.37,9.90,5.20,4.80,85.10
MAA,22.03/31,5.16,51.33,40.69,4.08,10.00,5.30,4.90,85.60
MAA,21.12/31,4.61,51.81,49.83,4.43,9.00,4.70,4.50,85.50
MAA,21.09/30,3.73,51.32,50.17,3.64,7.30,3.80,3.80,87.20
MAA,21.06/30,3.52,51.70,47.82,3.26,6.90,3.60,3.60,86.20
MAA,21.03/31,2.29,50.75,63.07,2.85,4.40,2.30,2.80,88.80
MAA,20.12/31,2.19,51.34,57.66,2.47,4.20,2.30,2.70,86.70
MAA,20.09/30,2.78,51.63,41.76,2.25,5.30,2.80,3.20,84.60
MAA,20.06/30,2.94,52.08,39.00,2.20,5.60,3.00,3.30,83.10
MAA,20.03/31,2.82,52.48,36.44,1.96,5.40,2.90,3.20,82.20
MAA,19.12/31,3.07,53.20,42.96,2.48,5.80,3.10,3.40,81.20
MAA,19.09/30,2.29,52.76,56.63,2.46,4.30,2.30,2.90,83.10
MAA,19.06/30,2.07,53.09,56.89,2.22,3.90,2.10,2.70,82.50
MAA,19.03/31,2.06,53.58,53.25,2.04,3.80,2.10,2.60,81.40
MAA,18.12/31,1.93,54.02,49.70,1.77,3.50,1.90,2.50,80.40
MAA,18.09/30,2.48,54.54,40.52,1.84,4.50,2.50,2.90,80.20
DKS,24.11/02,13.97,38.10,13.57,5.15,41.20,11.80,16.90,241.20
DKS,24.08/03,13.61,36.37,14.29,5.54,42.80,11.90,17.20,239.70
DKS,24.05/04,12.06,33.35,16.43,6.22,39.40,10.80,15.80,261.10
DKS,24.02/03,12.18,31.80,12.18,4.87,40.60,11.30,15.70,255.80
DKS,23.10/28,11.22,29.16,8.71,3.60,38.50,10.70,15.10,289.20
DKS,23.07/29,11.28,31.43,11.51,4.41,39.60,11.10,15.70,253.90
DKS,23.04/29,11.71,32.19,11.42,4.64,44.60,12.00,17.10,240.60
DKS,23.01/28,10.78,32.50,10.09,4.17,45.00,11.50,17.50,256.20
DKS,22.10/29,11.34,30.56,7.98,3.87,52.20,12.70,19.40,276.80
DKS,22.07/30,11.67,28.75,6.07,3.47,55.20,14.10,21.80,317.10
DKS,22.04/30,12.95,28.81,5.43,3.51,57.70,16.40,26.40,320.10
DKS,22.01/29,13.87,25.27,6.45,4.67,59.40,18.20,30.10,330.20
DKS,21.10/30,13.00,30.30,7.90,4.35,53.20,17.30,29.10,216.10
DKS,21.07/31,12.06,35.56,7.41,3.09,49.80,15.80,26.30,179.00
DKS,21.05/01,10.65,30.66,7.12,2.84,46.10,13.60,21.90,210.40
DKS,21.01/30,5.72,27.77,11.32,2.57,26.30,7.00,10.50,231.40
DKS,20.10/31,4.06,25.13,13.27,2.38,20.40,5.20,7.50,256.60
DKS,20.08/01,2.88,22.94,15.65,2.11,14.80,3.60,5.00,270.50
DKS,20.05/02,1.02,19.97,24.51,1.42,5.60,1.30,1.70,375.60
DKS,20.02/01,3.34,19.79,13.07,2.25,16.90,4.30,5.40,282.80
DKS,19.11/02,3.59,20.09,10.58,2.04,18.30,5.20,6.90,321.70
DKS,19.08/03,3.32,20.04,10.02,1.76,16.90,5.50,8.20,291.80
DKS,19.05/04,3.26,19.66,11.07,1.92,16.90,6.40,11.30,278.50
DKS,19.02/02,3.24,19.48,10.83,1.82,16.90,7.40,17.00,119.90
DKS,18.11/03,3.28,19.11,11.07,2.00,17.50,7.70,18.40,148.20
PFG,24.09/30,-0.77,48.52,-96.52,1.77,-1.90,-0.10,-0.10,"2,769.90"
PFG,24.06/30,5.28,46.99,14.59,1.67,11.50,0.40,0.50,"2,700.70"
PFG,24.03/31,5.37,47.42,15.71,1.82,12.00,0.40,0.50,"2,656.00"
PFG,23.12/31,2.55,45.79,30.10,1.72,5.90,0.20,0.20,"2,691.80"
PFG,23.09/30,6.18,44.15,11.78,1.63,14.40,0.50,0.60,"2,595.40"
PFG,23.06/30,6.30,42.61,11.89,1.78,15.50,0.50,0.60,"2,789.20"
PFG,23.03/31,16.89,42.03,4.22,1.77,42.10,1.50,1.90,"2,827.10"
PFG,22.12/31,18.63,40.77,4.32,2.06,44.90,1.60,2.10,"2,812.40"
PFG,22.09/30,19.95,37.90,3.52,1.90,42.20,1.70,2.20,"2,888.30"
PFG,22.06/30,16.05,43.68,4.06,1.53,30.20,1.40,1.70,"2,553.90"
PFG,22.03/31,5.20,45.55,13.68,1.61,9.30,0.50,0.50,"2,347.40"
PFG,21.12/31,5.79,60.62,12.13,1.19,9.90,0.50,0.60,"1,793.50"
PFG,21.09/30,6.22,59.88,10.10,1.08,10.70,0.60,0.70,"1,757.50"
PFG,21.06/30,5.75,59.68,10.83,1.06,9.90,0.50,0.60,"1,759.00"
PFG,21.03/31,5.88,56.51,10.07,1.06,10.30,0.60,0.70,"1,816.90"
PFG,20.12/31,5.05,60.27,9.76,0.82,9.20,0.50,0.60,"1,689.50"
PFG,20.09/30,4.41,57.01,9.03,0.71,8.40,0.50,0.50,"1,677.10"
PFG,20.06/30,4.54,55.66,8.99,0.75,8.80,0.50,0.60,"1,677.60"
PFG,20.03/31,4.46,46.99,6.87,0.67,8.90,0.50,0.60,"1,810.50"
PFG,19.12/31,4.96,52.65,10.95,1.05,9.90,0.50,0.60,"1,786.40"
PFG,19.09/30,4.72,53.10,11.98,1.08,10.10,0.50,0.60,"1,722.50"
PFG,19.06/30,5.33,50.39,10.69,1.15,12.10,0.60,0.70,"1,806.30"
PFG,19.03/31,5.54,45.61,8.85,1.10,13.30,0.60,0.70,"1,938.80"
PFG,18.12/31,5.36,40.24,8.08,1.10,13.20,0.60,0.70,"2,029.80"
PFG,18.09/30,7.39,41.09,7.75,1.43,17.80,0.80,0.70,"2,109.60"
SMCI,24.03/31,1.78,9.02,53.86,11.09,34.10,19.00,32.70,74.00
SMCI,23.12/31,1.28,5.68,20.69,4.93,32.60,17.90,37.70,75.70
SMCI,23.09/30,1.09,4.08,23.68,6.70,31.70,17.50,34.80,89.10
SMCI,23.06/30,1.14,3.73,20.44,6.63,35.60,19.30,37.80,86.30
SMCI,23.03/31,1.06,3.32,9.73,3.23,35.40,18.40,35.20,80.50
SMCI,22.12/31,1.05,3.42,7.51,2.39,37.70,18.30,35.30,69.10
SMCI,22.09/30,0.82,3.09,6.49,1.77,32.20,14.50,29.10,103.10
SMCI,22.06/30,0.53,2.77,7.35,1.47,22.70,10.00,20.20,124.80
SMCI,22.03/31,0.34,2.46,10.70,1.54,15.70,7.00,14.50,141.10
SMCI,21.12/31,0.24,2.31,17.96,1.89,11.20,5.30,10.70,125.50
SMCI,21.09/30,0.21,2.23,16.71,1.63,10.20,5.20,10.50,114.20
SMCI,21.06/30,0.21,2.14,15.70,1.60,10.40,5.60,11.60,104.50
SMCI,21.03/31,0.17,2.09,21.67,1.88,8.60,4.80,9.40,89.70
SMCI,20.12/31,0.16,2.07,18.52,1.54,8.40,4.70,9.50,78.00
SMCI,20.09/30,0.16,2.05,16.37,1.29,8.10,4.50,9.10,69.40
SMCI,20.06/30,0.16,2.09,17.49,1.38,8.30,4.60,9.70,80.00
SMCI,20.03/31,0.17,2.02,12.18,1.05,9.10,5.00,12.20,88.80
SMCI,19.12/31,0.16,2.00,14.25,1.20,8.80,5.00,11.90,80.40
SMCI,19.09/30,0.15,1.93,12.14,0.99,8.50,4.70,11.30,75.10
SMCI,19.06/30,0.14,1.89,13.42,1.03,7.90,4.30,10.10,78.80
SMCI,19.03/31,0.15,1.83,13.81,1.13,8.40,4.30,11.10,76.00
SMCI,18.12/31,0.15,1.80,8.57,0.75,N/A,N/A,N/A,93.30
SMCI,18.09/30,0.11,1.76,16.89,1.15,N/A,N/A,N/A,98.70
SMCI,18.06/30,0.09,1.71,24.95,1.37,5.70,2.80,9.80,109.80
SMCI,18.03/31,0.06,0.00,24.97,N/A,N/A,N/A,N/A,N/A
STLD,24.09/30,11.10,58.95,11.09,2.14,19.40,11.60,16.50,72.50
STLD,24.06/30,12.52,58.21,10.11,2.23,22.40,13.40,19.40,65.10
STLD,24.03/31,14.61,57.18,9.78,2.58,27.00,16.10,23.30,65.90
STLD,23.12/31,14.64,53.24,7.80,2.16,28.20,16.70,24.40,68.40
STLD,23.09/30,15.69,53.85,6.67,2.00,31.20,18.40,26.40,68.30
STLD,23.06/30,17.25,51.83,6.14,2.11,36.20,21.10,30.30,67.60
STLD,23.03/31,18.88,48.58,5.71,2.33,42.40,24.20,34.90,70.90
STLD,22.12/31,20.92,44.33,4.44,2.11,50.40,28.10,40.30,74.60
STLD,22.09/30,22.59,44.22,3.00,1.63,59.90,32.40,46.70,76.70
STLD,22.06/30,22.41,40.70,2.84,1.65,66.40,34.60,49.40,81.20
STLD,22.03/31,19.29,36.24,4.11,2.29,65.10,32.50,46.30,87.30
STLD,21.12/31,15.56,30.74,3.83,1.95,59.40,28.60,40.60,98.50
STLD,21.09/30,11.08,27.70,5.16,2.13,46.90,22.20,31.10,105.40
STLD,21.06/30,6.70,23.95,8.86,2.51,31.10,14.70,20.60,112.70
STLD,21.03/31,3.74,22.41,13.49,2.27,18.20,8.70,12.60,114.00
STLD,20.12/31,2.59,20.58,14.08,1.79,13.10,6.40,9.50,113.20
STLD,20.09/30,2.28,19.97,12.43,1.43,11.70,5.70,9.20,105.20
STLD,20.06/30,2.50,19.71,10.25,1.32,13.10,6.50,10.40,104.40
STLD,20.03/31,3.01,19.29,7.36,1.17,16.00,8.10,12.60,103.00
STLD,19.12/31,3.04,18.56,10.93,1.80,16.60,8.40,13.00,103.30
STLD,19.09/30,3.65,18.62,7.98,1.61,20.40,10.50,15.70,96.10
STLD,19.06/30,4.65,18.35,6.29,1.65,26.60,13.70,19.70,93.70
STLD,19.03/31,5.31,17.89,6.40,1.97,31.40,16.00,22.80,96.50
STLD,18.12/31,5.35,16.82,5.48,1.75,33.10,16.80,23.90,97.00
STLD,18.09/30,5.45,17.22,8.21,2.63,35.40,17.80,22.10,94.50
TRMB,23.12/29,1.25,18.15,42.51,2.94,7.10,3.40,13.10,112.00
TRMB,23.09/29,1.35,17.47,40.06,3.08,7.90,3.90,14.70,114.80
TRMB,23.06/30,1.39,17.46,38.04,3.03,8.30,4.30,17.20,120.60
TRMB,23.03/31,1.88,17.17,27.65,3.05,11.40,6.30,25.10,88.80
TRMB,22.12/30,1.80,16.29,27.73,3.08,11.10,6.20,25.40,79.50
TRMB,22.09/30,1.91,16.36,28.04,3.32,11.90,6.60,26.10,79.50
TRMB,22.07/01,2.06,16.25,28.03,3.58,12.90,7.20,27.70,79.50
TRMB,22.04/01,1.94,16.15,37.43,4.51,12.30,6.80,25.50,79.50
TRMB,21.12/31,1.94,15.69,44.42,5.55,12.50,6.90,25.50,80.00
TRMB,21.10/01,2.21,15.67,37.96,5.37,14.50,7.90,25.90,80.00
TRMB,21.07/02,2.06,15.69,39.97,5.25,13.70,7.40,23.60,80.00
TRMB,21.04/02,1.76,15.71,45.79,5.14,12.00,6.40,20.90,80.00
TRMB,21.01/01,1.55,14.36,42.84,4.64,10.80,5.70,18.70,91.10
TRMB,20.10/02,1.94,14.35,25.25,3.43,14.10,7.20,16.10,91.10
TRMB,20.07/03,1.91,14.39,22.02,2.95,14.40,7.10,15.00,91.10
TRMB,20.04/03,2.03,14.39,13.85,1.98,15.90,7.70,15.50,91.10
TRMB,20.01/03,2.03,12.44,20.11,3.32,16.50,7.70,14.90,112.90
TRMB,19.09/27,1.27,12.46,29.93,3.09,10.70,5.00,15.60,112.90
TRMB,19.06/28,1.25,12.39,35.80,3.64,10.90,5.10,16.10,112.90
TRMB,19.03/29,1.13,12.40,35.45,3.26,10.30,4.80,15.60,112.90
TRMB,18.12/28,1.12,10.70,28.37,3.00,10.60,4.90,15.70,116.00
TRMB,18.09/28,0.63,10.68,67.73,4.06,6.10,3.00,15.50,116.00
TRMB,18.06/29,0.56,10.72,56.88,3.06,5.70,2.90,16.70,116.00
